OBJECTID_12,OBJECTID,latitude,longitude,property_type,room_type,accommodates,price,FID_1,OBJECTID_1,FID_1_1,OBJECTID_2,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_Leng,Count_,Sum_Field1,Sum_Lat,Sum_Long,Sum_Aggrav,Sum_Aircra,Sum_Arson,Sum_Assemb,Sum_Auto_T,Sum_Auto_1,Sum_Ballis,Sum_Bomb_H,Sum_Commer,Sum_Crimin,Sum_Disord,Sum_Drug_V,Sum_Explos,Sum_Firear,Sum_HOME_I,Sum_Harass,Sum_Homici,Sum_Mansla,Sum_Offens,Sum_Reside,Sum_Robber,Sum_Search,Sum_Simple,Sum_Vandal,Sum_Warran,Shape_Le_1
2925,2282,42.333329999999997,-71.027590000000004,Guest suite,Entire home/apt,2,125,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2926,2564,42.335050000000003,-71.026370000000000,Guest suite,Entire home/apt,2,125,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2927,2916,42.333210000000001,-71.025009999999995,Condominium,Entire home/apt,4,330,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2928,2926,42.333060000000003,-71.028769999999994,Condominium,Private room,2,100,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2929,3355,42.333840000000002,-71.031189999999995,Condominium,Private room,1,90,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2930,3402,42.334640000000000,-71.030839999999998,Condominium,Private room,2,70,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2931,3492,42.333309999999997,-71.026570000000007,Guest suite,Entire home/apt,2,81,129,130,132,774,25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.000000000000000,0.000000000000000,+42.3347618,-071.0279302,3181825.600000000093132,73.044700000000006,3216,1684,0175064,148054,0003901,0148054,2516.498360619999858,50,646899,2116.761781480000082,-3551.424424970000018,0,0,0,0,3,1,0,1,5,0,0,4,0,0,0,5,0,0,0,6,2,0,4,15,4,2516.498360619999858
2932,176,42.340170000000001,-71.047629999999998,Townhouse,Private room,2,105,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2933,203,42.340660000000000,-71.051169999999999,Apartment,Private room,2,100,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2934,204,42.340980000000002,-71.050229999999999,Apartment,Entire home/apt,6,250,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2935,298,42.339089999999999,-71.048670000000001,Condominium,Entire home/apt,4,249,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2936,776,42.339230000000001,-71.047870000000003,Apartment,Entire home/apt,6,175,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2937,993,42.347420000000000,-71.039209999999997,Apartment,Entire home/apt,4,200,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2938,1141,42.348360000000000,-71.039879999999997,Apartment,Entire home/apt,4,3000,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2939,1199,42.339619999999996,-71.051310000000001,Apartment,Entire home/apt,13,960,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2940,1305,42.339190000000002,-71.049670000000006,Townhouse,Private room,2,89,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2941,1311,42.338979999999999,-71.050889999999995,Condominium,Entire home/apt,8,356,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2942,1347,42.339559999999999,-71.050120000000007,Condominium,Entire home/apt,4,300,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2943,1395,42.344630000000002,-71.043819999999997,Apartment,Entire home/apt,4,229,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2944,1473,42.351070000000000,-71.046580000000006,Apartment,Entire home/apt,2,175,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2945,1546,42.339820000000003,-71.049520000000001,Condominium,Entire home/apt,2,279,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2946,1601,42.337339999999998,-71.047510000000003,Apartment,Entire home/apt,1,110,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2947,1781,42.339720000000000,-71.048379999999995,Apartment,Entire home/apt,2,221,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2948,1782,42.339739999999999,-71.049980000000005,Apartment,Entire home/apt,2,229,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2949,1785,42.339489999999998,-71.049779999999998,Apartment,Entire home/apt,2,236,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2950,1787,42.341740000000001,-71.048150000000007,Apartment,Entire home/apt,2,220,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2951,1788,42.341740000000001,-71.048100000000005,Apartment,Entire home/apt,2,221,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2952,1789,42.339709999999997,-71.049599999999998,Apartment,Entire home/apt,2,234,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2953,1824,42.339860000000002,-71.048760000000001,Apartment,Entire home/apt,4,308,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2954,1826,42.340280000000000,-71.048640000000006,Apartment,Entire home/apt,2,220,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2955,1827,42.340119999999999,-71.049729999999997,Apartment,Entire home/apt,2,235,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2956,1834,42.344450000000002,-71.042810000000003,Apartment,Entire home/apt,2,156,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2957,1838,42.339649999999999,-71.048770000000005,Apartment,Entire home/apt,2,243,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2958,1839,42.339610000000000,-71.049589999999995,Apartment,Entire home/apt,4,307,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2959,1850,42.339829999999999,-71.048739999999995,Apartment,Entire home/apt,4,304,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2960,1923,42.348759999999999,-71.044179999999997,Apartment,Entire home/apt,2,189,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2961,2146,42.351179999999999,-71.047110000000004,Apartment,Entire home/apt,5,287,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2962,2183,42.339900000000000,-71.048280000000005,Apartment,Entire home/apt,4,308,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2963,2184,42.339640000000003,-71.050160000000005,Apartment,Entire home/apt,4,309,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2964,2250,42.338889999999999,-71.049779999999998,Apartment,Entire home/apt,10,375,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2965,2319,42.347529999999999,-71.039630000000002,Apartment,Entire home/apt,2,170,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2966,2381,42.352130000000002,-71.043400000000005,Apartment,Entire home/apt,3,129,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2967,2382,42.351190000000003,-71.043430000000001,Apartment,Entire home/apt,3,133,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2968,2383,42.350769999999997,-71.043620000000004,Apartment,Entire home/apt,3,139,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2969,2385,42.351089999999999,-71.043440000000004,Apartment,Entire home/apt,3,141,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2970,2386,42.351030000000002,-71.043520000000001,Apartment,Entire home/apt,3,145,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2971,2387,42.351770000000002,-71.043760000000006,Apartment,Entire home/apt,3,209,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2972,2482,42.339590000000001,-71.049629999999993,Apartment,Entire home/apt,4,110,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2973,2513,42.352989999999998,-71.048230000000004,Apartment,Entire home/apt,2,275,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2974,2714,42.351849999999999,-71.044380000000004,Apartment,Entire home/apt,4,450,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2975,2756,42.349620000000002,-71.048599999999993,Apartment,Entire home/apt,4,450,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2976,2790,42.351289999999999,-71.042900000000003,Apartment,Entire home/apt,2,299,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2977,2913,42.349750000000000,-71.048010000000005,Apartment,Entire home/apt,2,249,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2978,2994,42.352119999999999,-71.044020000000003,Condominium,Entire home/apt,4,399,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2979,3192,42.349400000000003,-71.048150000000007,Apartment,Entire home/apt,4,450,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
2980,3203,42.351160000000000,-71.046859999999995,Apartment,Entire home/apt,2,199,131,132,134,780,25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.000000000000000,632511.000000000000000,+42.3495755,-071.0422812,13571977.550000000745058,311.569700000000012,2357,1530,0175088,148078,0003906,0148078,9823.036776000000827,157,2177624,6648.626570880000145,-11154.428230699999403,10,0,0,3,13,3,1,0,1,1,11,6,0,1,0,9,0,0,0,4,2,0,59,25,8,9823.036775970000235
