OBJECTID_12,OBJECTID,latitude,longitude,property_type,room_type,accommodates,price,FID_1,OBJECTID_1,FID_1_1,OBJECTID_2,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_Leng,Count_,Sum_Field1,Sum_Lat,Sum_Long,Sum_Aggrav,Sum_Aircra,Sum_Arson,Sum_Assemb,Sum_Auto_T,Sum_Auto_1,Sum_Ballis,Sum_Bomb_H,Sum_Commer,Sum_Crimin,Sum_Disord,Sum_Drug_V,Sum_Explos,Sum_Firear,Sum_HOME_I,Sum_Harass,Sum_Homici,Sum_Mansla,Sum_Offens,Sum_Reside,Sum_Robber,Sum_Search,Sum_Simple,Sum_Vandal,Sum_Warran,Shape_Le_1
1,550,42.346339999999998,-71.090050000000005,Apartment,Entire home/apt,2,199,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
2,1044,42.341400000000000,-71.084220000000002,Apartment,Entire home/apt,4,160,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
3,1052,42.344130000000000,-71.090509999999995,Apartment,Private room,1,57,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
4,1178,42.346780000000003,-71.089510000000004,Serviced apartment,Entire home/apt,2,150,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
5,2000,42.340209999999999,-71.088729999999998,Apartment,Entire home/apt,5,123,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
6,2043,42.345179999999999,-71.089960000000005,Apartment,Private room,1,98,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
7,4470,42.341520000000003,-71.091309999999993,Apartment,Entire home/apt,7,150,0,1,3,456,25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.000000000000000,0.000000000000000,+42.3398654,-071.0896052,3914567.540000000037253,89.866100000000003,5522,994,0174937,147927,0003866,0147927,4459.095904640000299,73,961320,3090.898002290000022,-5189.425398370000039,6,0,0,0,2,1,1,0,0,0,0,8,0,2,0,8,0,0,0,2,6,0,20,11,6,4459.095904619999601
8,513,42.343060000000001,-71.087199999999996,Apartment,Entire home/apt,2,62,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
9,1050,42.342630000000000,-71.087580000000003,Apartment,Private room,2,67,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
10,1081,42.342739999999999,-71.088430000000002,Apartment,Private room,1,55,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
11,1181,42.341920000000002,-71.090010000000007,Apartment,Private room,2,89,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
12,1184,42.343389999999999,-71.088319999999996,Apartment,Private room,1,52,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
13,1427,42.342770000000002,-71.087969999999999,Apartment,Private room,2,75,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
14,2028,42.341760000000001,-71.087599999999995,House,Entire home/apt,16,392,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
15,2029,42.342070000000000,-71.089250000000007,Apartment,Entire home/apt,2,109,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
16,2144,42.342129999999997,-71.086699999999993,Apartment,Entire home/apt,2,100,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
17,2215,42.343010000000000,-71.087639999999993,Apartment,Entire home/apt,4,200,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
18,2672,42.343530000000001,-71.088620000000006,Apartment,Entire home/apt,2,195,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
19,3686,42.343550000000000,-71.087800000000001,Apartment,Entire home/apt,2,150,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
20,3737,42.340400000000002,-71.089219999999997,Apartment,Entire home/apt,4,150,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
21,3969,42.343110000000003,-71.087710000000001,Apartment,Private room,1,1550,1,2,4,457,25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.000000000000000,0.000000000000000,+42.3419667,-071.0886375,1472713.919999999925494,33.808900000000001,5817,1862,0174933,147923,0003865,0147923,1608.628903600000058,34,363321,1439.638106910000033,-2416.993406019999838,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,1,0,3,8,2,1608.628903589999936
22,52,42.352620000000002,-71.080510000000004,Apartment,Entire home/apt,2,250,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
23,447,42.353830000000002,-71.076710000000006,Apartment,Entire home/apt,2,150,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
24,560,42.352879999999999,-71.078590000000005,Apartment,Entire home/apt,2,200,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
25,662,42.352919999999997,-71.080799999999996,Apartment,Private room,2,275,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
26,1113,42.354570000000002,-71.072429999999997,Apartment,Entire home/apt,4,600,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
27,1126,42.353920000000002,-71.075670000000002,Apartment,Entire home/apt,4,281,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
28,1240,42.353299999999997,-71.077789999999993,Condominium,Entire home/apt,3,160,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
29,1379,42.353349999999999,-71.078140000000005,Apartment,Entire home/apt,2,140,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
30,1385,42.353859999999997,-71.075289999999995,Condominium,Entire home/apt,2,200,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
31,1475,42.352760000000004,-71.080849999999998,Apartment,Entire home/apt,2,235,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
32,1524,42.354869999999998,-71.076509999999999,Apartment,Entire home/apt,2,315,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
33,1621,42.355190000000000,-71.074340000000007,Condominium,Entire home/apt,3,250,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
34,1736,42.354070000000000,-71.075819999999993,Condominium,Entire home/apt,3,275,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
35,1790,42.352620000000002,-71.080960000000005,Guest suite,Entire home/apt,6,200,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
36,1805,42.353710000000000,-71.077560000000005,Apartment,Entire home/apt,2,144,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
37,2104,42.353479999999998,-71.080079999999995,Apartment,Entire home/apt,6,175,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
38,2175,42.355699999999999,-71.073620000000005,Apartment,Entire home/apt,2,280,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
39,2297,42.354170000000003,-71.078890000000001,Apartment,Entire home/apt,3,99,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
40,2375,42.353189999999998,-71.078149999999994,Apartment,Entire home/apt,4,199,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
41,2494,42.354370000000003,-71.077269999999999,Apartment,Entire home/apt,3,114,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
42,2882,42.354219999999998,-71.076539999999994,Condominium,Entire home/apt,4,280,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
43,3362,42.353859999999997,-71.076480000000004,Apartment,Entire home/apt,3,150,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
44,3406,42.354500000000002,-71.074209999999994,Apartment,Entire home/apt,4,150,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
45,3442,42.354039999999998,-71.077060000000003,Apartment,Entire home/apt,2,125,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
46,3730,42.353760000000001,-71.077389999999994,Apartment,Entire home/apt,2,90,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
47,4305,42.354050000000001,-71.074719999999999,Apartment,Entire home/apt,1,300,2,3,5,458,25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.000000000000000,0.000000000000000,+42.3541193,-071.0770216,1376667.120000000111759,31.603899999999999,2783,1899,0174958,147948,0003872,0147948,1879.552171020000060,30,391942,1270.617575179999903,-2132.318648940000003,1,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,5,9,0,1879.552171029999954
48,364,42.353299999999997,-71.072720000000004,Apartment,Entire home/apt,2,225,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
49,449,42.352609999999999,-71.076030000000003,Apartment,Private room,1,100,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
50,885,42.353290000000001,-71.076970000000003,Condominium,Entire home/apt,2,175,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
51,901,42.351920000000000,-71.079409999999996,Apartment,Entire home/apt,5,159,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
52,917,42.352649999999997,-71.075649999999996,Apartment,Entire home/apt,2,150,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
53,1013,42.353670000000001,-71.074110000000005,Apartment,Private room,2,150,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
54,1014,42.353560000000002,-71.074100000000001,Apartment,Entire home/apt,4,425,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
55,1224,42.351140000000001,-71.079939999999993,Serviced apartment,Entire home/apt,2,179,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
56,1599,42.350720000000003,-71.079499999999996,Apartment,Entire home/apt,2,140,3,4,6,459,25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.000000000000000,0.000000000000000,+42.3518354,-071.0755159,3228780.120000000111759,74.122600000000006,2400,1643,0174954,147944,0003871,0147944,2383.191009820000090,197,2477977,8343.113824919999388,-14001.998767200000657,22,0,0,1,6,2,0,1,7,0,13,15,0,2,0,5,0,0,0,2,11,1,62,28,19,2383.191009849999773
