latitude,longitude,property_type,room_type,accommodates,price
42.31665,-71.0528,House,Private room,3,44
42.35838,-71.14205,Apartment,Entire home/apt,6,399
42.33562,-71.0375,Condominium,Private room,2,99
42.31651,-71.10749,Apartment,Private room,1,75
42.34415,-71.15468,House,Private room,3,50
42.33707,-71.03694,Condominium,Entire home/apt,4,200
42.32948,-71.0937,Apartment,Entire home/apt,14,740
42.34935,-71.0944,Apartment,Entire home/apt,7,400
42.31608,-71.10865,Apartment,Private room,1,80
42.33249,-71.04013,Apartment,Entire home/apt,4,225
42.3648,-71.05377,Apartment,Entire home/apt,6,189
42.36591,-71.03608,Apartment,Private room,2,69
42.33036,-71.05652,Condominium,Private room,1,75
42.32729,-71.08597,Condominium,Entire home/apt,5,190
42.34587,-71.10555,Apartment,Entire home/apt,4,200
42.33706,-71.07786,Apartment,Private room,3,69
42.35678,-71.05177,Loft,Entire home/apt,4,299
42.32978,-71.05321,House,Entire home/apt,6,250
42.36824,-71.05233,Condominium,Entire home/apt,6,500
42.3656,-71.05541,Apartment,Entire home/apt,6,190
42.33889,-71.04978,Apartment,Entire home/apt,10,375
42.34439,-71.0852,Apartment,Entire home/apt,6,292
42.35045,-71.13663,Apartment,Entire home/apt,11,114
42.36424,-71.06145,Other,Entire home/apt,3,339
42.36406,-71.05982,Other,Entire home/apt,5,439
42.35381,-71.13485,Apartment,Entire home/apt,4,179
42.27236,-71.10829,House,Private room,2,49
42.33535,-71.04387,Apartment,Entire home/apt,5,204
42.36796,-71.12038,Apartment,Entire home/apt,1,90
42.29669,-71.06767,House,Private room,2,175
42.33548,-71.04504,Apartment,Entire home/apt,5,109
42.33617,-71.05275,Apartment,Entire home/apt,6,125
42.34595,-71.10631,House,Private room,2,65
42.34465,-71.10505,Apartment,Private room,2,80
42.37775,-71.05162,Condominium,Private room,2,81
42.31108,-71.05685,House,Entire home/apt,6,170
42.36443,-71.05939,Apartment,Entire home/apt,3,135
42.36571,-71.05971,Apartment,Entire home/apt,5,175
42.36402,-71.05994,Apartment,Entire home/apt,5,180
42.3662,-71.05946,Apartment,Entire home/apt,3,249
42.36546,-71.05942,Apartment,Entire home/apt,5,180
42.36601,-71.06116,Apartment,Entire home/apt,5,299
42.28945,-71.12972,Apartment,Entire home/apt,5,150
42.38075,-71.0277,Apartment,Private room,2,150
42.34665,-71.07814,Apartment,Entire home/apt,3,249
42.32453,-71.10605,Apartment,Private room,1,65
42.2766,-71.11976,House,Private room,2,59
42.34757,-71.07463,Townhouse,Private room,2,103
42.32127,-71.1025,Apartment,Private room,3,63
42.37808,-71.03866,Condominium,Entire home/apt,9,300
42.35007,-71.06793,Apartment,Entire home/apt,4,175
42.28799,-71.11227,Condominium,Private room,1,55
42.33333,-71.02759,Guest suite,Entire home/apt,2,125
42.32195,-71.09243,Apartment,Entire home/apt,10,228
42.33561,-71.0847,Apartment,Entire home/apt,6,190
42.35315,-71.06391,Apartment,Entire home/apt,3,200
42.34502,-71.09805,Apartment,Entire home/apt,8,220
42.345,-71.09796,Apartment,Entire home/apt,8,260
42.3518,-71.06217,Apartment,Entire home/apt,2,276
42.34567,-71.13844,Guest suite,Entire home/apt,2,99
42.35161,-71.06165,Apartment,Entire home/apt,2,257
42.35124,-71.06335,Apartment,Entire home/apt,2,281
42.35186,-71.06346,Apartment,Entire home/apt,2,285
42.35127,-71.06333,Apartment,Entire home/apt,2,269
42.35128,-71.06267,Apartment,Entire home/apt,2,271
42.32591,-71.07934,Apartment,Private room,1,35
42.35256,-71.12834,Apartment,Private room,2,80
42.35417,-71.07889,Apartment,Entire home/apt,3,99
42.36742,-71.05267,Apartment,Entire home/apt,2,132
42.36708,-71.05412,Apartment,Entire home/apt,3,140
42.36356,-71.05484,Apartment,Entire home/apt,5,290
42.35361,-71.13597,Apartment,Entire home/apt,4,225
42.3343,-71.10639,Apartment,Private room,2,80
42.31528,-71.09794,House,Entire home/apt,6,120
42.3753,-71.05547,Condominium,Entire home/apt,5,147
42.34428,-71.06882,Apartment,Entire home/apt,3,195
42.34364,-71.07308,Condominium,Entire home/apt,4,219
42.35766,-71.06367,Apartment,Entire home/apt,4,349
42.321,-71.09276,Townhouse,Private room,2,120
42.35459,-71.13573,Apartment,Entire home/apt,2,244
42.35126,-71.06217,Apartment,Entire home/apt,2,247
42.28183,-71.06655,House,Private room,4,42
42.3602,-71.06729,Apartment,Entire home/apt,2,99
42.36399,-71.0567,Apartment,Entire home/apt,4,150
42.36233,-71.06397,Apartment,Private room,1,99
42.34169,-71.15415,Apartment,Private room,2,50
42.35173,-71.0617,Apartment,Entire home/apt,2,252
42.33957,-71.1582,Apartment,Entire home/apt,6,617
42.35492,-71.13613,Apartment,Entire home/apt,6,314
42.34753,-71.03963,Apartment,Entire home/apt,2,170
42.30634,-71.07815,House,Private room,2,55
42.38383,-71.06767,Apartment,Entire home/apt,4,75
42.35363,-71.13533,Apartment,Entire home/apt,4,200
42.31471,-71.11154,Apartment,Entire home/apt,4,150
42.35146,-71.06296,Apartment,Entire home/apt,2,275
42.35168,-71.06298,Apartment,Entire home/apt,2,281
42.35037,-71.16608,Apartment,Entire home/apt,12,242
42.35315,-71.07618,Condominium,Entire home/apt,2,179
42.34783,-71.09047,Apartment,Entire home/apt,2,120
42.35933,-71.07031,Condominium,Entire home/apt,2,180
42.34989,-71.15365,Condominium,Entire home/apt,4,179
42.36296,-71.0558,Condominium,Entire home/apt,3,387
42.35758,-71.12836,House,Entire home/apt,6,350
42.3418,-71.06963,Condominium,Private room,1,150
42.33476,-71.05313,Apartment,Entire home/apt,11,275
42.35545,-71.13641,Apartment,Entire home/apt,4,95
42.35139,-71.06219,Apartment,Entire home/apt,2,271
42.2816,-71.06623,House,Private room,6,181
42.35141,-71.08034,Apartment,Entire home/apt,3,175
42.30703,-71.08013,Apartment,Private room,2,44
42.342,-71.10125,Apartment,Entire home/apt,6,99
42.27157,-71.08554,Apartment,Entire home/apt,5,49
42.35108,-71.06323,Apartment,Entire home/apt,4,370
42.35131,-71.06157,Apartment,Entire home/apt,4,345
42.33965,-71.15707,Apartment,Entire home/apt,6,617
42.29111,-71.06523,Condominium,Private room,4,65
42.34939,-71.08193,Apartment,Entire home/apt,2,150
42.35603,-71.05807,Apartment,Entire home/apt,2,232
42.33955,-71.15628,Apartment,Entire home/apt,6,617
42.34377,-71.09827,Apartment,Entire home/apt,5,177
42.35161,-71.0632,Apartment,Entire home/apt,2,283
42.31628,-71.11403,Apartment,Private room,2,48
42.33857,-71.04414,House,Entire home/apt,8,700
42.36035,-71.13188,Condominium,Entire home/apt,4,190
42.34068,-71.15661,Apartment,Entire home/apt,6,617
42.34111,-71.15691,Apartment,Entire home/apt,6,617
42.34036,-71.15792,Apartment,Entire home/apt,6,617
42.34972,-71.07313,Condominium,Private room,4,150
42.35192,-71.06298,Apartment,Entire home/apt,4,403
42.34242,-71.08141,Apartment,Entire home/apt,4,200
42.31794,-71.05689,Guest suite,Entire home/apt,2,100
42.38149,-71.01902,Apartment,Entire home/apt,6,209
42.35498,-71.13498,Apartment,Entire home/apt,5,250
42.34784,-71.16644,Apartment,Entire home/apt,3,78
42.33532,-71.0436,Apartment,Entire home/apt,7,350
42.33715,-71.07825,Apartment,Private room,3,67
42.32008,-71.0921,Townhouse,Private room,4,79
42.32707,-71.07964,Apartment,Private room,1,35
42.3433,-71.13963,Apartment,Private room,1,70
42.31872,-71.07884,House,Entire home/apt,6,160
42.34199,-71.15382,House,Entire home/apt,4,160
42.35112,-71.06155,Apartment,Entire home/apt,4,375
42.35157,-71.06177,Apartment,Entire home/apt,4,348
42.33697,-71.08009,Apartment,Private room,2,49
42.33368,-71.10662,Apartment,Private room,1,35
42.35319,-71.07815,Apartment,Entire home/apt,4,199
42.34177,-71.06983,Apartment,Entire home/apt,4,875
42.34973,-71.0791,Apartment,Entire home/apt,5,175
42.35596,-71.14717,House,Private room,2,48
42.34659,-71.08757,Apartment,Entire home/apt,5,195
42.34172,-71.15059,Apartment,Private room,2,45
42.35213,-71.0434,Apartment,Entire home/apt,3,129
42.35119,-71.04343,Apartment,Entire home/apt,3,133
42.35077,-71.04362,Apartment,Entire home/apt,3,139
42.3515,-71.06133,Apartment,Entire home/apt,4,324
42.35109,-71.04344,Apartment,Entire home/apt,3,141
42.35103,-71.04352,Apartment,Entire home/apt,3,145
42.35177,-71.04376,Apartment,Entire home/apt,3,209
42.35163,-71.06351,Apartment,Entire home/apt,4,372
42.33186,-71.09857,Condominium,Entire home/apt,13,1090
42.34566,-71.07151,Condominium,Entire home/apt,4,165
42.35942,-71.12561,House,Private room,1,70
42.35015,-71.08726,Apartment,Entire home/apt,3,180
42.33266,-71.10003,Condominium,Entire home/apt,26,1960
42.3669,-71.05696,Condominium,Entire home/apt,5,170
42.34651,-71.07383,Condominium,Entire home/apt,6,485
42.35504,-71.13905,Apartment,Entire home/apt,6,180
42.34057,-71.08215,Apartment,Entire home/apt,5,90
42.34903,-71.13207,Apartment,Entire home/apt,4,64
42.33717,-71.07673,Apartment,Entire home/apt,6,179
42.36453,-71.06713,Apartment,Private room,1,130
42.35526,-71.13512,Apartment,Entire home/apt,4,185
42.33621,-71.07662,Apartment,Private room,4,225
42.35061,-71.13664,Apartment,Private room,1,80
42.35408,-71.13508,Apartment,Entire home/apt,6,500
42.35341,-71.1288,Apartment,Private room,2,47
42.31975,-71.10702,House,Private room,1,75
42.38805,-71.00634,Apartment,Entire home/apt,6,124
42.35158,-71.12744,Apartment,Private room,2,57
42.38024,-71.0285,Townhouse,Private room,1,200
42.36432,-71.06524,Apartment,Entire home/apt,4,138
42.34385,-71.05745,Apartment,Entire home/apt,2,258
42.3636,-71.06902,Apartment,Entire home/apt,3,249
42.36014,-71.07138,Condominium,Entire home/apt,6,200
42.30919,-71.08873,House,Shared room,1,70
42.36386,-71.0692,Apartment,Entire home/apt,3,269
42.36482,-71.06931,Apartment,Entire home/apt,3,249
42.36491,-71.06915,Apartment,Entire home/apt,3,259
42.36482,-71.06771,Apartment,Entire home/apt,3,259
42.36475,-71.06734,Apartment,Entire home/apt,5,171
42.25751,-71.16002,House,Private room,2,60
42.36402,-71.06927,Apartment,Entire home/apt,5,175
42.36398,-71.06716,Apartment,Entire home/apt,5,299
42.36346,-71.06724,Apartment,Entire home/apt,5,589
42.36475,-71.06869,Apartment,Entire home/apt,5,188
42.29425,-71.07394,House,Private room,2,40
42.34816,-71.04968,Apartment,Entire home/apt,2,175
42.37008,-71.03322,Apartment,Entire home/apt,10,228
42.33497,-71.04404,Apartment,Entire home/apt,2,132
42.34372,-71.10009,Apartment,Entire home/apt,3,133
42.3441,-71.10025,Apartment,Entire home/apt,3,249
42.34529,-71.10064,Apartment,Entire home/apt,3,249
42.34369,-71.10139,Apartment,Entire home/apt,3,249
42.34384,-71.10133,Apartment,Entire home/apt,3,259
42.3081,-71.10641,Serviced apartment,Hotel room,6,150
42.34404,-71.10045,Apartment,Entire home/apt,4,249
42.34388,-71.09987,Apartment,Entire home/apt,3,249
42.34518,-71.10135,Apartment,Entire home/apt,3,269
42.34523,-71.10114,Apartment,Entire home/apt,3,249
42.36417,-71.06408,Apartment,Entire home/apt,2,175
42.30832,-71.10663,Serviced apartment,Hotel room,4,150
42.30796,-71.10484,Serviced apartment,Hotel room,6,150
42.30816,-71.10616,Serviced apartment,Hotel room,4,150
42.34532,-71.09992,Apartment,Entire home/apt,5,499
42.34529,-71.09987,Apartment,Entire home/apt,5,299
42.34374,-71.10135,Serviced apartment,Entire home/apt,5,799
42.34343,-71.10002,Apartment,Entire home/apt,5,299
42.34351,-71.09987,Apartment,Entire home/apt,5,299
42.34343,-71.10171,Apartment,Entire home/apt,5,299
42.36475,-71.0644,Apartment,Entire home/apt,5,226
42.34199,-71.07589,Apartment,Entire home/apt,5,299
42.34505,-71.10073,Apartment,Entire home/apt,5,299
42.3454,-71.10053,Apartment,Entire home/apt,5,299
42.34402,-71.10212,Apartment,Entire home/apt,5,299
42.3434,-71.10189,Apartment,Entire home/apt,5,299
42.34335,-71.10031,Apartment,Entire home/apt,5,299
42.34507,-71.10035,Serviced apartment,Entire home/apt,5,799
42.34352,-71.10056,Apartment,Entire home/apt,5,299
42.33179,-71.09798,Apartment,Entire home/apt,2,65
42.33663,-71.04185,Apartment,Entire home/apt,2,132
42.33504,-71.04309,Apartment,Entire home/apt,2,132
42.35087,-71.08297,Apartment,Entire home/apt,4,200
42.31427,-71.05692,Apartment,Entire home/apt,8,250
42.35154,-71.08303,Apartment,Entire home/apt,4,200
42.31521,-71.0712,Apartment,Private room,2,70
42.35979,-71.06773,Apartment,Entire home/apt,2,69
42.34239,-71.05739,Apartment,Entire home/apt,3,324
42.34991,-71.08813,Apartment,Entire home/apt,4,422
42.35158,-71.0621,Apartment,Entire home/apt,2,261
42.35114,-71.06219,Apartment,Entire home/apt,2,258
42.35757,-71.13527,Apartment,Entire home/apt,4,420
42.27814,-71.16987,Condominium,Entire home/apt,4,89
42.28749,-71.06343,Apartment,Private room,2,60
42.35593,-71.13558,Apartment,Entire home/apt,4,415
42.35683,-71.13549,Apartment,Entire home/apt,2,183
42.3317,-71.10945,Serviced apartment,Hotel room,4,120
42.33121,-71.1081,Serviced apartment,Hotel room,4,150
42.33288,-71.10943,Serviced apartment,Hotel room,4,150
42.33024,-71.11035,Serviced apartment,Hotel room,4,120
42.33023,-71.10858,Serviced apartment,Hotel room,4,150
42.35345,-71.13506,Apartment,Private room,1,89
42.36443,-71.06442,Apartment,Entire home/apt,2,120
42.33959,-71.04963,Apartment,Entire home/apt,4,110
42.35061,-71.08674,Condominium,Entire home/apt,7,975
42.36407,-71.06366,Serviced apartment,Entire home/apt,9,829
42.34957,-71.10292,Apartment,Entire home/apt,3,179
42.28486,-71.09441,Apartment,Entire home/apt,8,115
42.28882,-71.063,Apartment,Private room,2,75
42.38386,-71.07902,Apartment,Private room,2,41
42.35217,-71.14066,House,Private room,2,59
42.29424,-71.12251,Apartment,Entire home/apt,7,106
42.35261,-71.12793,Apartment,Entire home/apt,4,85
42.34943,-71.09536,Apartment,Private room,2,125
42.329,-71.09262,Condominium,Private room,2,55
42.35437,-71.07727,Apartment,Entire home/apt,3,114
42.35044,-71.08503,Apartment,Entire home/apt,4,200
42.33223,-71.0406,Condominium,Entire home/apt,4,100
42.37973,-71.02995,Apartment,Entire home/apt,11,210
42.34705,-71.08939,Serviced apartment,Entire home/apt,3,200
42.35683,-71.13471,Apartment,Entire home/apt,4,415
42.34924,-71.09372,Apartment,Private room,2,125
42.34982,-71.09367,Apartment,Private room,2,125
42.30624,-71.12603,House,Entire home/apt,2,150
42.3504,-71.09457,Apartment,Private room,2,125
42.35041,-71.09416,Apartment,Private room,2,125
42.356,-71.13703,Apartment,Entire home/apt,2,211
42.3511,-71.06481,Apartment,Entire home/apt,2,257
42.3519,-71.06405,Apartment,Entire home/apt,2,217
42.31532,-71.05168,Condominium,Entire home/apt,7,90
42.34481,-71.07661,Condominium,Entire home/apt,2,200
42.37245,-71.03996,Condominium,Entire home/apt,4,122
42.31843,-71.11041,Apartment,Entire home/apt,6,199
42.35096,-71.10245,Apartment,Entire home/apt,3,179
42.35299,-71.04823,Apartment,Entire home/apt,2,275
42.34049,-71.07522,Apartment,Entire home/apt,6,149
42.36233,-71.13001,Apartment,Private room,1,150
42.37844,-71.03155,House,Private room,2,49
42.35111,-71.06372,Apartment,Entire home/apt,2,255
42.34355,-71.09729,Apartment,Private room,1,39
42.35308,-71.06328,Apartment,Entire home/apt,2,240
42.35108,-71.0639,Apartment,Entire home/apt,2,240
42.36248,-71.06374,Apartment,Entire home/apt,2,105
42.36411,-71.06912,Apartment,Private room,2,60
42.36457,-71.06753,Apartment,Entire home/apt,3,269
42.34372,-71.10171,Apartment,Entire home/apt,5,299
42.34906,-71.08063,Apartment,Entire home/apt,4,412
42.332,-71.11068,Serviced apartment,Entire home/apt,5,299
42.33156,-71.1108,Apartment,Entire home/apt,5,299
42.33099,-71.11212,Apartment,Entire home/apt,5,299
42.33221,-71.11281,Apartment,Entire home/apt,5,475
42.33173,-71.1113,Apartment,Entire home/apt,5,299
42.3452,-71.07946,Apartment,Entire home/apt,5,999
42.36726,-71.05364,Apartment,Entire home/apt,10,239
42.35614,-71.06087,Apartment,Entire home/apt,8,661
42.33684,-71.06822,Apartment,Entire home/apt,4,280
42.36559,-71.05747,Apartment,Private room,2,129
42.30239,-71.11436,Condominium,Private room,2,50
42.32541,-71.10568,Apartment,Private room,2,58
42.33049,-71.11156,Apartment,Entire home/apt,5,299
42.33041,-71.11136,Apartment,Entire home/apt,5,299
42.33189,-71.11234,Apartment,Entire home/apt,5,319
42.33077,-71.11254,Apartment,Entire home/apt,5,289
42.33073,-71.11299,Apartment,Entire home/apt,5,309
42.33203,-71.11114,Apartment,Entire home/apt,5,319
42.33008,-71.11086,Apartment,Entire home/apt,5,289
42.33036,-71.11107,Apartment,Entire home/apt,5,319
42.33143,-71.1129,Apartment,Entire home/apt,3,229
42.33022,-71.11273,Apartment,Entire home/apt,3,219
42.33015,-71.11237,Apartment,Entire home/apt,7,591
42.33222,-71.11066,Apartment,Entire home/apt,7,719
42.33062,-71.11255,Apartment,Entire home/apt,7,329
42.33064,-71.11237,Apartment,Entire home/apt,7,199
42.33073,-71.11238,Apartment,Entire home/apt,7,190
42.33201,-71.1124,Apartment,Entire home/apt,7,319
42.33144,-71.11262,Apartment,Entire home/apt,7,319
42.33042,-71.11286,Apartment,Entire home/apt,7,777
42.37408,-71.04009,Condominium,Entire home/apt,4,73
42.35413,-71.07317,Apartment,Entire home/apt,3,109
42.33073,-71.11148,Apartment,Entire home/apt,7,339
42.34365,-71.08616,Condominium,Private room,2,55
42.35558,-71.06098,Apartment,Entire home/apt,8,670
42.28843,-71.06291,Apartment,Private room,2,75
42.34393,-71.10176,Other,Entire home/apt,3,213
42.34466,-71.10005,Other,Entire home/apt,3,213
42.33505,-71.02637,Guest suite,Entire home/apt,2,125
42.36261,-71.06591,Other,Entire home/apt,4,220
42.36347,-71.06561,Other,Entire home/apt,4,220
42.38045,-71.02122,House,Entire home/apt,8,214
42.3368,-71.03996,House,Entire home/apt,8,175
42.31775,-71.10862,Apartment,Private room,2,90
42.36433,-71.05417,Condominium,Entire home/apt,4,120
42.35099,-71.06435,Apartment,Entire home/apt,4,291
42.37977,-71.03145,House,Private room,2,49
42.3799,-71.02943,House,Private room,2,49
42.3803,-71.03001,House,Private room,2,49
42.33017,-71.11276,Apartment,Entire home/apt,2,199
42.34486,-71.08711,Apartment,Entire home/apt,4,115
42.30613,-71.06766,House,Private room,2,38
42.34461,-71.10038,Other,Entire home/apt,4,298
42.36607,-71.05288,Condominium,Entire home/apt,4,150
42.3602,-71.06673,Apartment,Private room,2,75
42.32642,-71.06066,Hotel,Private room,6,199
42.35089,-71.0619,Other,Entire home/apt,3,244
42.35082,-71.06281,Other,Entire home/apt,4,244
42.35088,-71.06155,Other,Entire home/apt,4,244
42.32061,-71.07734,Condominium,Entire home/apt,16,354
42.33095,-71.11101,Apartment,Entire home/apt,5,259
42.33015,-71.11234,Apartment,Entire home/apt,5,289
42.33077,-71.11104,Apartment,Entire home/apt,2,189
42.33211,-71.11105,Apartment,Entire home/apt,2,199
42.35154,-71.06307,Apartment,Entire home/apt,4,295
42.35267,-71.06234,Apartment,Private room,2,100
42.35331,-71.063,Apartment,Entire home/apt,4,276
42.35239,-71.08354,Apartment,Entire home/apt,4,541
42.30737,-71.07138,House,Private room,2,45
42.32623,-71.06054,Hotel,Private room,3,179
42.34292,-71.06562,Apartment,Entire home/apt,4,600
42.3317,-71.11281,Apartment,Entire home/apt,5,269
42.3322,-71.1124,Serviced apartment,Entire home/apt,5,279
42.33061,-71.1111,Apartment,Entire home/apt,5,299
42.30901,-71.12945,Guest suite,Private room,4,80
42.33052,-71.11152,Apartment,Entire home/apt,7,219
42.33047,-71.11263,Apartment,Entire home/apt,7,129
42.33053,-71.11288,Apartment,Entire home/apt,7,219
42.33943,-71.07451,Apartment,Entire home/apt,4,115
42.36008,-71.06918,Apartment,Entire home/apt,2,80
42.3394,-71.07638,Apartment,Entire home/apt,4,150
42.38225,-71.01633,Apartment,Private room,2,69
42.33606,-71.04401,Apartment,Entire home/apt,4,100
42.35112,-71.06498,Apartment,Entire home/apt,4,282
42.35112,-71.06415,Apartment,Entire home/apt,4,296
42.33654,-71.04355,Apartment,Entire home/apt,2,80
42.33489,-71.04215,Apartment,Entire home/apt,2,100
42.34922,-71.09446,Apartment,Entire home/apt,2,349
42.28747,-71.05447,Apartment,Entire home/apt,5,195
42.35938,-71.06925,Apartment,Entire home/apt,2,89
42.37366,-71.05272,Apartment,Entire home/apt,2,225
42.3177,-71.06091,Condominium,Private room,2,150
42.31099,-71.06362,House,Private room,2,34
42.30936,-71.06347,House,Private room,4,44
42.35614,-71.15719,House,Private room,1,55
42.33007,-71.11077,Apartment,Entire home/apt,7,211
42.33147,-71.11246,Apartment,Entire home/apt,5,279
42.33097,-71.11102,Apartment,Entire home/apt,5,279
42.34227,-71.06605,Condominium,Private room,2,45
42.34383,-71.07823,Apartment,Entire home/apt,2,200
42.34347,-71.07886,Apartment,Entire home/apt,2,200
42.34222,-71.07916,Apartment,Entire home/apt,2,200
42.30168,-71.0643,House,Entire home/apt,8,180
42.33161,-71.11069,Apartment,Entire home/apt,5,249
42.33625,-71.04201,Apartment,Entire home/apt,2,100
42.36347,-71.05316,Apartment,Entire home/apt,4,447
42.34413,-71.1015,Apartment,Entire home/apt,3,131
42.34533,-71.10198,Apartment,Entire home/apt,3,135
42.28606,-71.13558,Townhouse,Private room,2,68
42.34406,-71.102,Apartment,Entire home/apt,3,149
42.3436,-71.10002,Apartment,Entire home/apt,5,175
42.34526,-71.10213,Apartment,Entire home/apt,5,185
42.34494,-71.10058,Apartment,Entire home/apt,3,229
42.34514,-71.09992,Apartment,Entire home/apt,3,139
42.34948,-71.09336,Apartment,Entire home/apt,8,1064
42.34409,-71.0726,Condominium,Entire home/apt,2,105
42.34274,-71.14871,Condominium,Private room,2,70
42.32225,-71.05962,House,Private room,1,62
42.3414,-71.07571,Loft,Entire home/apt,4,179
42.33806,-71.0803,Apartment,Private room,2,60
42.34486,-71.08015,Apartment,Private room,2,185
42.29946,-71.11407,Apartment,Private room,2,50
42.34363,-71.06404,Apartment,Entire home/apt,4,260
42.36744,-71.03875,Apartment,Private room,1,65
42.34432,-71.06406,Apartment,Entire home/apt,2,229
42.34429,-71.06537,Apartment,Entire home/apt,4,283
42.36126,-71.12986,House,Private room,2,49
42.36045,-71.06598,Apartment,Entire home/apt,6,99
42.34244,-71.07669,Apartment,Entire home/apt,6,199
42.31927,-71.0571,Apartment,Entire home/apt,11,500
42.34539,-71.10047,Apartment,Entire home/apt,3,229
42.3434,-71.10212,Apartment,Entire home/apt,3,249
42.311,-71.06177,House,Private room,4,44
42.32016,-71.05533,Apartment,Entire home/apt,14,740
42.31933,-71.0557,House,Entire home/apt,25,960
42.35787,-71.06294,Condominium,Entire home/apt,3,147
42.34347,-71.1014,Apartment,Entire home/apt,5,279
42.35971,-71.14185,Guest suite,Entire home/apt,2,200
42.34907,-71.1335,Condominium,Entire home/apt,3,150
42.30627,-71.11859,Apartment,Entire home/apt,2,80
42.32598,-71.10387,Apartment,Private room,3,58
42.27055,-71.10193,House,Private room,1,65
42.35034,-71.07924,Apartment,Entire home/apt,2,267
42.35785,-71.14184,Guest suite,Entire home/apt,2,99
42.35864,-71.0664,Apartment,Entire home/apt,2,100
42.34522,-71.08184,Apartment,Entire home/apt,6,249
42.34353,-71.08862,Apartment,Entire home/apt,2,195
42.34764,-71.1701,House,Entire home/apt,5,1000
42.37554,-71.05922,Other,Entire home/apt,2,250
42.36549,-71.06967,Apartment,Private room,1,139
42.34481,-71.10032,Apartment,Entire home/apt,5,269
42.38253,-71.03646,House,Private room,2,95
42.2652,-71.12227,House,Private room,2,79
42.31131,-71.11407,Apartment,Entire home/apt,10,255
42.36948,-71.03811,Apartment,Entire home/apt,2,85
42.3461,-71.08447,Apartment,Entire home/apt,5,800
42.34155,-71.14763,Apartment,Shared room,2,71
42.34439,-71.08528,Apartment,Entire home/apt,5,250
42.34579,-71.08674,Apartment,Entire home/apt,5,246
42.35898,-71.05782,House,Entire home/apt,6,137
42.27151,-71.10176,House,Private room,1,65
42.27086,-71.10212,House,Private room,1,47
42.34953,-71.0863,Condominium,Entire home/apt,3,250
42.35099,-71.06372,Apartment,Entire home/apt,2,243
42.37735,-71.03512,Condominium,Entire home/apt,6,225
42.24191,-71.13726,House,Private room,1,45
42.32411,-71.09358,Apartment,Entire home/apt,2,89
42.33065,-71.11098,Apartment,Entire home/apt,5,279
42.27904,-71.14051,Apartment,Entire home/apt,2,70
42.34421,-71.05407,Apartment,Entire home/apt,1,70
42.31365,-71.05309,Apartment,Entire home/apt,5,210
42.31575,-71.11526,Condominium,Entire home/apt,4,120
42.35163,-71.06367,Apartment,Entire home/apt,2,220
42.35174,-71.06479,Apartment,Entire home/apt,2,223
42.35169,-71.06492,Apartment,Entire home/apt,2,234
42.35124,-71.06357,Apartment,Entire home/apt,2,228
42.37121,-71.03439,Condominium,Private room,2,100
42.33727,-71.10826,Apartment,Entire home/apt,5,114
42.27065,-71.10248,House,Entire home/apt,8,209
42.34453,-71.08405,Apartment,Entire home/apt,5,325
42.36331,-71.05579,Condominium,Entire home/apt,4,200
42.35114,-71.08868,Serviced apartment,Entire home/apt,4,157
42.31626,-71.09221,Apartment,Private room,1,35
42.34413,-71.08148,Apartment,Entire home/apt,3,150
42.36394,-71.06544,Apartment,Entire home/apt,6,250
42.36425,-71.0641,Apartment,Entire home/apt,2,80
42.34391,-71.08818,Apartment,Private room,1,75
42.34252,-71.10506,Apartment,Entire home/apt,3,112
42.35185,-71.04438,Apartment,Entire home/apt,4,450
42.32765,-71.07948,Apartment,Private room,1,35
42.36602,-71.05569,Apartment,Entire home/apt,4,225
42.3897,-71.00355,Apartment,Private room,1,50
42.3389,-71.1083,Apartment,Private room,1,90
42.34272,-71.10308,Apartment,Entire home/apt,4,395
42.3447,-71.10135,Apartment,Entire home/apt,4,430
42.34336,-71.10231,Apartment,Entire home/apt,2,274
42.28054,-71.07875,Apartment,Entire home/apt,8,120
42.36494,-71.06852,Apartment,Entire home/apt,4,275
42.35146,-71.0614,Apartment,Entire home/apt,3,219
42.36396,-71.06777,Apartment,Entire home/apt,4,295
42.35106,-71.05997,Apartment,Entire home/apt,3,209
42.3652,-71.06954,Apartment,Entire home/apt,2,260
42.32196,-71.06119,House,Private room,1,52
42.32178,-71.06111,House,Private room,2,65
42.34267,-71.10096,Apartment,Entire home/apt,2,229
42.35116,-71.06192,Apartment,Entire home/apt,4,143
42.35117,-71.06105,Apartment,Entire home/apt,4,219
42.3512,-71.06001,Apartment,Entire home/apt,4,219
42.34429,-71.07774,Apartment,Entire home/apt,4,199
42.33964,-71.14773,Apartment,Entire home/apt,6,159
42.34229,-71.07916,Apartment,Entire home/apt,2,149
42.34246,-71.07748,Apartment,Entire home/apt,2,149
42.34938,-71.13008,Apartment,Entire home/apt,2,65
42.345,-71.076,Condominium,Entire home/apt,2,175
42.35251,-71.05978,Apartment,Entire home/apt,5,299
42.35132,-71.05964,Apartment,Entire home/apt,4,249
42.34393,-71.10123,Apartment,Entire home/apt,4,412
42.35111,-71.06127,Apartment,Entire home/apt,3,199
42.34273,-71.10248,Apartment,Entire home/apt,4,423
42.32637,-71.08117,Apartment,Private room,1,37
42.33148,-71.09297,Condominium,Entire home/apt,8,110
42.36312,-71.06907,Apartment,Entire home/apt,2,250
42.36418,-71.06823,Apartment,Entire home/apt,4,295
42.36357,-71.06828,Apartment,Entire home/apt,4,295
