latitude,longitude,property_type,room_type,accommodates,price
42.28521,-71.13172,House,Entire home/apt,5,261
42.32059,-71.04376,Apartment,Private room,2,60
42.35861,-71.13058,House,Private room,1,70
42.35114,-71.07994,Serviced apartment,Entire home/apt,2,179
42.34031,-71.14496,Apartment,Private room,1,29
42.33231,-71.04336,Condominium,Entire home/apt,3,150
42.31706,-71.10359,Apartment,Private room,3,75
42.30989,-71.1179,House,Entire home/apt,5,180
42.35914,-71.13005,Apartment,Private room,2,70
42.33975,-71.15094,Condominium,Entire home/apt,2,79
42.31553,-71.1024,Apartment,Entire home/apt,2,100
42.34386,-71.0742,Apartment,Entire home/apt,2,160
42.3423,-71.08036,Apartment,Entire home/apt,7,450
42.37776,-71.03474,Apartment,Entire home/apt,4,150
42.36926,-71.03613,Apartment,Private room,1,30
42.37756,-71.05134,Condominium,Entire home/apt,6,193
42.36474,-71.05413,Apartment,Entire home/apt,2,108
42.32996,-71.05759,Apartment,Entire home/apt,3,109
42.31568,-71.08061,Apartment,Private room,1,35
42.3533,-71.07779,Condominium,Entire home/apt,3,160
42.31678,-71.05337,Guest suite,Private room,2,62
42.35882,-71.13018,Apartment,Private room,2,70
42.35908,-71.14407,House,Private room,1,41
42.34446,-71.07411,Apartment,Entire home/apt,2,145
42.3391,-71.08056,Apartment,Entire home/apt,4,148
42.35884,-71.14434,House,Private room,1,40
42.34473,-71.13982,Apartment,Private room,1,50
42.35498,-71.12949,Apartment,Private room,1,42
42.34768,-71.10664,Apartment,Private room,1,30
42.31847,-71.05769,House,Private room,5,75
42.28764,-71.12988,Apartment,Entire home/apt,6,125
42.33146,-71.05311,Apartment,Entire home/apt,11,149
42.33792,-71.02701,Apartment,Entire home/apt,2,140
42.35244,-71.06309,Apartment,Private room,2,98
42.36574,-71.05542,Apartment,Entire home/apt,2,559
42.30469,-71.07104,Apartment,Private room,1,37
42.375,-71.05778,Apartment,Entire home/apt,4,250
42.34683,-71.14618,Apartment,Private room,1,65
42.3685,-71.03371,Apartment,Private room,2,115
42.31423,-71.10063,Apartment,Private room,1,45
42.34922,-71.0991,House,Private room,4,70
42.34338,-71.06881,Condominium,Entire home/apt,2,250
42.26039,-71.1162,House,Entire home/apt,6,134
42.32466,-71.05782,Apartment,Private room,2,85
42.34975,-71.07857,Apartment,Entire home/apt,4,225
42.32192,-71.11047,Apartment,Private room,2,95
42.33616,-71.04536,Apartment,Private room,2,105
42.32152,-71.10741,Apartment,Private room,3,29
42.34013,-71.15834,Apartment,Entire home/apt,4,95
42.34388,-71.08736,Serviced apartment,Entire home/apt,3,174
42.29764,-71.11399,Apartment,Private room,1,27
42.33566,-71.0852,Apartment,Entire home/apt,6,620
42.33639,-71.0866,Apartment,Entire home/apt,4,517
42.31757,-71.0588,Apartment,Private room,2,60
42.35891,-71.14401,House,Private room,1,41
42.35117,-71.0573,Condominium,Entire home/apt,4,3999
42.35872,-71.06959,Apartment,Entire home/apt,2,330
42.33354,-71.10022,Apartment,Private room,2,80
42.35346,-71.06314,Apartment,Entire home/apt,5,169
42.36205,-71.07023,Apartment,Entire home/apt,2,129
42.36196,-71.06887,Apartment,Entire home/apt,2,129
42.34153,-71.05241,Condominium,Entire home/apt,4,159
42.33573,-71.09748,Apartment,Entire home/apt,2,100
42.35083,-71.16411,Apartment,Entire home/apt,5,165
42.30654,-71.07247,Apartment,Private room,1,38
42.35972,-71.1455,Apartment,Private room,1,40
42.35548,-71.05809,Apartment,Entire home/apt,3,267
42.23679,-71.13133,Apartment,Private room,1,35
42.28873,-71.07208,House,Entire home/apt,3,57
42.33902,-71.07704,Condominium,Entire home/apt,3,295
42.36051,-71.1449,Apartment,Private room,1,40
42.35525,-71.05773,Apartment,Entire home/apt,2,257
42.35585,-71.12822,House,Entire home/apt,6,279
42.31066,-71.08494,Apartment,Private room,2,50
42.33108,-71.10719,Apartment,Private room,2,49
42.30599,-71.10335,Apartment,Private room,2,70
42.35055,-71.0606,Apartment,Entire home/apt,3,199
42.2876,-71.13448,Apartment,Private room,4,50
42.35914,-71.0711,Apartment,Entire home/apt,3,275
42.35216,-71.12938,Apartment,Private room,2,52
42.35241,-71.06485,Apartment,Entire home/apt,2,150
42.32404,-71.08,House,Private room,2,75
42.36047,-71.06954,Apartment,Private room,1,85
42.38391,-71.07879,Apartment,Private room,2,80
42.33919,-71.04967,Townhouse,Private room,2,89
42.29929,-71.07838,Apartment,Entire home/apt,8,190
42.37566,-71.03266,Apartment,Entire home/apt,2,129
42.36665,-71.03787,Apartment,Private room,2,70
42.23615,-71.12722,Apartment,Private room,2,47
42.3686,-71.03379,Apartment,Private room,2,105
42.33898,-71.05089,Condominium,Entire home/apt,8,356
42.36011,-71.06885,Apartment,Entire home/apt,4,150
42.3899,-71.00339,Apartment,Private room,1,50
42.27636,-71.13643,House,Private room,2,45
42.34847,-71.06021,Apartment,Private room,2,95
42.34019,-71.08245,Apartment,Entire home/apt,4,450
42.31077,-71.08627,House,Entire home/apt,8,450
42.34805,-71.1415,Apartment,Private room,2,50
42.36455,-71.02886,Condominium,Entire home/apt,2,150
42.36419,-71.05608,Apartment,Entire home/apt,2,118
42.35998,-71.06813,Apartment,Entire home/apt,2,99
42.36475,-71.05228,Condominium,Entire home/apt,7,349
42.35339,-71.12656,Apartment,Private room,2,48
42.34436,-71.16708,Apartment,Entire home/apt,4,100
42.31357,-71.11382,Apartment,Entire home/apt,4,150
42.3225,-71.11476,Apartment,Private room,2,65
42.27514,-71.0774,House,Private room,3,65
42.31236,-71.11722,Apartment,Entire home/apt,2,120
42.34071,-71.07406,Loft,Private room,2,25
42.36592,-71.05314,Apartment,Entire home/apt,2,200
42.30906,-71.11142,Loft,Entire home/apt,3,129
42.32268,-71.11562,Condominium,Entire home/apt,4,117
42.3496,-71.08935,Apartment,Private room,2,92
42.36093,-71.12549,House,Private room,2,68
42.31969,-71.11206,Condominium,Entire home/apt,4,180
42.33345,-71.04789,Condominium,Entire home/apt,3,180
42.33723,-71.08385,Apartment,Entire home/apt,6,94
42.36785,-71.053,Apartment,Entire home/apt,6,275
42.36677,-71.05759,Apartment,Entire home/apt,5,150
42.36262,-71.06591,Serviced apartment,Entire home/apt,2,219
42.36454,-71.06529,Serviced apartment,Entire home/apt,2,195
42.34812,-71.06165,Apartment,Private room,2,93
42.34932,-71.06682,Apartment,Entire home/apt,4,118
42.2749,-71.07707,House,Private room,3,60
42.3604,-71.07007,Apartment,Entire home/apt,2,250
42.31121,-71.11191,Condominium,Entire home/apt,3,200
42.33956,-71.05012,Condominium,Entire home/apt,4,300
42.29537,-71.06342,Apartment,Private room,2,50
42.35009,-71.10682,Apartment,Private room,1,100
42.34549,-71.14081,Apartment,Private room,2,55
42.28809,-71.16984,Apartment,Entire home/apt,2,100
42.33001,-71.09194,Apartment,Entire home/apt,2,130
42.31634,-71.10286,Loft,Entire home/apt,4,239
42.36471,-71.06063,Apartment,Entire home/apt,5,999
42.36467,-71.06108,Apartment,Entire home/apt,5,999
42.36574,-71.05985,Apartment,Entire home/apt,5,999
42.36253,-71.0651,Apartment,Entire home/apt,5,999
42.36428,-71.06535,Apartment,Entire home/apt,5,999
42.35626,-71.06149,Serviced apartment,Private room,4,289
42.34309,-71.08158,Apartment,Private room,1,60
42.34595,-71.15275,House,Private room,1,80
42.34599,-71.08865,Apartment,Entire home/apt,3,300
42.3059,-71.07129,Apartment,Private room,1,36
42.35735,-71.05326,Apartment,Entire home/apt,4,417
42.36431,-71.12986,Apartment,Entire home/apt,4,469
42.36275,-71.12976,Apartment,Entire home/apt,4,467
42.3644,-71.13076,Apartment,Entire home/apt,4,481
42.31179,-71.12133,Guest suite,Entire home/apt,6,139
42.317,-71.09363,Apartment,Private room,1,35
42.30948,-71.09931,Apartment,Entire home/apt,4,65
42.34865,-71.06013,Apartment,Private room,1,95
42.31352,-71.11896,Condominium,Entire home/apt,5,181
42.33914,-71.07979,Apartment,Entire home/apt,4,59
42.30776,-71.10478,Apartment,Entire home/apt,6,150
42.3661,-71.05192,Apartment,Entire home/apt,5,196
42.32457,-71.05838,Apartment,Private room,1,65
42.34927,-71.0905,Apartment,Entire home/apt,4,285
42.31817,-71.11,Apartment,Entire home/apt,3,160
42.35335,-71.07814,Apartment,Entire home/apt,2,140
42.30001,-71.11241,Apartment,Entire home/apt,4,122
42.27519,-71.0687,Townhouse,Entire home/apt,6,155
42.35837,-71.06313,Condominium,Entire home/apt,2,179
42.33224,-71.04032,Apartment,Entire home/apt,6,222
42.25561,-71.12128,House,Private room,2,55
42.35386,-71.07529,Condominium,Entire home/apt,2,200
42.35009,-71.13259,Apartment,Entire home/apt,2,83
42.32217,-71.11465,House,Private room,2,100
42.33436,-71.10299,House,Private room,1,55
42.29561,-71.14608,House,Entire home/apt,6,250
42.35078,-71.05602,Loft,Private room,2,139
42.34672,-71.08786,Serviced apartment,Entire home/apt,3,225
42.31795,-71.1002,House,Private room,1,72
42.33323,-71.10181,Townhouse,Private room,1,55
42.27399,-71.07229,House,Private room,1,28
42.34463,-71.04382,Apartment,Entire home/apt,4,229
42.34327,-71.08371,Apartment,Entire home/apt,2,175
42.35392,-71.05908,Apartment,Entire home/apt,2,242
42.3581,-71.05491,Apartment,Entire home/apt,4,391
42.34337,-71.06951,Condominium,Entire home/apt,4,395
42.25261,-71.11616,House,Private room,1,60
42.34196,-71.15397,Apartment,Entire home/apt,3,185
42.349,-71.06888,Apartment,Entire home/apt,7,423
42.38171,-71.04087,Condominium,Private room,2,98
42.34933,-71.09729,Bed and breakfast,Private room,1,125
42.38411,-71.07805,House,Private room,1,49
42.31605,-71.09932,House,Private room,1,75
42.33108,-71.05696,House,Private room,2,75
42.34316,-71.09435,Apartment,Entire home/apt,2,200
42.35859,-71.05514,Apartment,Entire home/apt,4,342
42.35424,-71.14111,Condominium,Private room,3,88
42.34077,-71.08218,Apartment,Entire home/apt,2,99
42.37705,-71.03119,Apartment,Entire home/apt,8,359
42.38192,-71.06884,House,Private room,1,190
42.36992,-71.06126,Bed and breakfast,Private room,1,289
42.35918,-71.06422,Apartment,Entire home/apt,2,140
42.36804,-71.0382,Apartment,Entire home/apt,2,60
42.30903,-71.04681,Bed and breakfast,Private room,2,97
42.3715,-71.05983,Bed and breakfast,Private room,1,245
42.36993,-71.06139,Bed and breakfast,Private room,1,245
42.37164,-71.06092,Bed and breakfast,Private room,1,245
42.37208,-71.06134,Bed and breakfast,Private room,1,289
42.34907,-71.06286,Condominium,Entire home/apt,8,169
42.33809,-71.07938,Apartment,Private room,2,115
42.35781,-71.07053,Apartment,Entire home/apt,4,290
42.32003,-71.11498,Apartment,Private room,2,63
42.36114,-71.13174,House,Private room,2,90
42.34277,-71.08797,Apartment,Private room,2,75
42.31086,-71.04945,House,Private room,2,105
42.35169,-71.06419,Apartment,Entire home/apt,4,202
42.34431,-71.07276,Condominium,Private room,2,125
42.34286,-71.157,Guest suite,Entire home/apt,2,75
42.3699,-71.03773,Apartment,Entire home/apt,4,120
42.37948,-71.06512,Condominium,Entire home/apt,3,193
42.34924,-71.06894,Townhouse,Entire home/apt,10,319
42.33616,-71.07479,Condominium,Entire home/apt,4,135
42.33497,-71.04463,Apartment,Entire home/apt,2,195
42.34685,-71.0842,Serviced apartment,Entire home/apt,2,255
42.36544,-71.03185,Apartment,Entire home/apt,2,60
42.3522,-71.08563,Condominium,Entire home/apt,3,150
42.35788,-71.06957,Apartment,Entire home/apt,4,250
42.32244,-71.0751,Townhouse,Private room,2,50
42.28692,-71.14135,Apartment,Private room,2,79
42.35197,-71.08644,Apartment,Entire home/apt,2,120
42.32382,-71.07351,House,Private room,2,60
42.36045,-71.13113,House,Private room,1,35
42.35978,-71.13159,House,Private room,1,72
42.35464,-71.05966,Apartment,Entire home/apt,2,277
42.35721,-71.07172,House,Entire home/apt,6,900
42.35461,-71.05935,Apartment,Entire home/apt,2,225
42.33111,-71.03451,Condominium,Entire home/apt,2,189
42.33102,-71.08044,Apartment,Entire home/apt,4,193
42.35154,-71.08838,Apartment,Entire home/apt,2,150
42.30818,-71.11009,Condominium,Entire home/apt,3,175
42.35767,-71.07099,Apartment,Entire home/apt,4,380
42.35063,-71.08675,Apartment,Entire home/apt,3,99
42.35024,-71.09083,Apartment,Entire home/apt,4,245
42.34874,-71.09068,Apartment,Entire home/apt,6,300
42.34976,-71.09073,Apartment,Entire home/apt,4,200
42.35007,-71.0908,Apartment,Entire home/apt,4,200
42.35026,-71.09097,Apartment,Entire home/apt,4,245
42.34856,-71.0904,Apartment,Entire home/apt,4,200
42.31194,-71.09312,Apartment,Private room,1,36
42.27895,-71.11782,Apartment,Private room,2,62
42.31871,-71.04256,Apartment,Private room,4,69
42.30476,-71.11396,Condominium,Private room,2,95
42.3666,-71.05488,Apartment,Entire home/apt,6,275
42.34348,-71.10063,Apartment,Entire home/apt,3,249
42.31582,-71.09611,Condominium,Entire home/apt,4,75
42.34485,-71.10052,Apartment,Entire home/apt,3,249
42.32807,-71.09247,Apartment,Entire home/apt,4,350
42.35121,-71.06143,Other,Entire home/apt,3,244
42.34874,-71.0686,Apartment,Entire home/apt,2,160
42.35107,-71.04658,Apartment,Entire home/apt,2,175
42.30989,-71.04855,Bed and breakfast,Private room,2,100
42.35276,-71.08085,Apartment,Entire home/apt,2,235
42.37839,-71.03251,Condominium,Entire home/apt,4,149
42.34734,-71.10522,Apartment,Entire home/apt,3,397
42.34736,-71.10643,Apartment,Entire home/apt,2,394
42.34705,-71.10493,Apartment,Entire home/apt,4,394
42.34899,-71.06666,Apartment,Entire home/apt,7,178
42.34606,-71.10489,Apartment,Entire home/apt,3,317
42.38288,-71.06784,Condominium,Entire home/apt,3,175
42.32334,-71.10206,Apartment,Entire home/apt,3,900
42.34842,-71.06872,Condominium,Entire home/apt,2,590
42.35444,-71.05966,Apartment,Entire home/apt,2,258
42.35545,-71.05982,Apartment,Entire home/apt,2,224
42.35543,-71.05808,Apartment,Entire home/apt,2,265
42.35593,-71.05864,Apartment,Entire home/apt,2,268
42.3068,-71.08196,House,Private room,1,55
42.35593,-71.05794,Apartment,Entire home/apt,2,270
42.3546,-71.13724,Apartment,Private room,2,125
42.31628,-71.09564,House,Private room,1,65
42.3441,-71.08789,Apartment,Entire home/apt,4,150
42.35036,-71.08228,Apartment,Entire home/apt,2,250
42.37694,-71.03383,Apartment,Entire home/apt,5,229
42.35572,-71.05922,Apartment,Entire home/apt,2,249
42.33488,-71.04501,House,Private room,2,90
42.35453,-71.05977,Apartment,Entire home/apt,2,240
42.35602,-71.05939,Apartment,Entire home/apt,2,240
42.35521,-71.05955,Apartment,Entire home/apt,2,235
42.38101,-71.03065,Apartment,Entire home/apt,3,155
42.35422,-71.06004,Apartment,Entire home/apt,4,471
42.35602,-71.05917,Apartment,Entire home/apt,3,275
42.35908,-71.06837,Apartment,Entire home/apt,2,225
42.35578,-71.05778,Apartment,Entire home/apt,2,232
42.34557,-71.10616,Apartment,Entire home/apt,3,394
42.34656,-71.10668,Apartment,Entire home/apt,3,394
42.33646,-71.03691,House,Entire home/apt,6,250
42.3536,-71.1254,Apartment,Private room,2,85
42.34978,-71.08888,Apartment,Entire home/apt,8,400
42.34064,-71.07878,Apartment,Entire home/apt,2,175
42.31344,-71.10818,House,Private room,2,50
42.35058,-71.08937,Apartment,Entire home/apt,2,229
42.36348,-71.05487,Apartment,Entire home/apt,8,224
42.35442,-71.05847,Apartment,Entire home/apt,2,260
42.33922,-71.07184,Apartment,Entire home/apt,3,320
42.31399,-71.09217,Apartment,Private room,1,36
42.35578,-71.05944,Apartment,Entire home/apt,2,237
42.27902,-71.15061,Villa,Private room,2,100
42.36361,-71.0568,Apartment,Entire home/apt,3,130
42.36182,-71.14011,Condominium,Private room,2,85
42.27976,-71.1521,Villa,Private room,2,100
42.36782,-71.05708,Loft,Private room,2,80
42.35487,-71.07651,Apartment,Entire home/apt,2,315
42.38157,-71.06754,House,Private room,2,150
42.34444,-71.07628,Condominium,Entire home/apt,3,200
42.30911,-71.04698,Bed and breakfast,Private room,2,75
42.38185,-71.06891,House,Private room,1,190
42.32081,-71.117,Condominium,Private room,2,39
42.35154,-71.06151,Apartment,Entire home/apt,4,336
42.35174,-71.06291,Apartment,Entire home/apt,4,348
42.33194,-71.10864,Townhouse,Private room,2,99
42.35501,-71.12929,Apartment,Entire home/apt,4,111
42.35016,-71.13105,Apartment,Entire home/apt,2,95
42.3489,-71.09031,Apartment,Entire home/apt,6,300
42.34798,-71.08529,Apartment,Entire home/apt,2,249
42.33453,-71.03109,Apartment,Entire home/apt,2,125
42.34843,-71.08859,Apartment,Entire home/apt,6,300
42.35444,-71.14887,Condominium,Entire home/apt,4,200
42.34754,-71.08414,Apartment,Entire home/apt,2,249
42.38281,-71.07865,Condominium,Private room,1,75
42.27664,-71.12639,House,Entire home/apt,8,195
42.35119,-71.0618,Apartment,Entire home/apt,4,287
42.35741,-71.07129,Apartment,Entire home/apt,2,140
42.35005,-71.06695,Apartment,Entire home/apt,8,162
42.33982,-71.04952,Condominium,Entire home/apt,2,279
42.23704,-71.13285,Apartment,Private room,1,44
42.23576,-71.1324,Apartment,Private room,1,44
42.33297,-71.09687,Apartment,Private room,1,50
42.34389,-71.14232,Apartment,Entire home/apt,3,150
42.29394,-71.06757,Apartment,Entire home/apt,6,160
42.3641,-71.03206,Apartment,Entire home/apt,8,400
42.3501,-71.0678,Apartment,Private room,2,100
42.36484,-71.06761,Apartment,Entire home/apt,3,249
42.36323,-71.06704,Apartment,Entire home/apt,5,299
42.3605,-71.06856,Apartment,Entire home/apt,4,169
42.36082,-71.06552,Apartment,Entire home/apt,7,331
42.34709,-71.09429,Apartment,Private room,2,54
42.35862,-71.0628,Apartment,Entire home/apt,2,160
42.35173,-71.08641,Condominium,Entire home/apt,4,350
42.28048,-71.06978,Guest suite,Entire home/apt,3,100
42.34623,-71.08863,Apartment,Entire home/apt,3,299
42.33681,-71.07408,Apartment,Entire home/apt,4,160
42.31676,-71.10929,Apartment,Entire home/apt,4,160
42.36245,-71.06259,Serviced apartment,Private room,2,68
42.36136,-71.06329,Serviced apartment,Private room,2,68
42.33932,-71.14701,Apartment,Private room,2,22
42.33836,-71.07468,Apartment,Entire home/apt,2,100
42.33616,-71.07072,Apartment,Private room,2,65
42.36003,-71.06455,Apartment,Entire home/apt,3,126
42.31429,-71.06473,Apartment,Private room,3,80
42.27678,-71.13469,House,Private room,3,37
42.32595,-71.09727,Apartment,Entire home/apt,4,149
42.35802,-71.13218,Townhouse,Entire home/apt,14,188
42.37394,-71.0642,Apartment,Entire home/apt,2,200
42.37095,-71.03435,Apartment,Private room,2,70
42.2937,-71.05435,Condominium,Entire home/apt,4,162
42.35414,-71.12665,Apartment,Entire home/apt,6,180
42.35404,-71.13107,Apartment,Entire home/apt,8,289
42.34291,-71.14249,Apartment,Private room,2,70
42.3514,-71.05854,Loft,Private room,2,65
42.27425,-71.13407,Apartment,Entire home/apt,3,58
42.31914,-71.10181,Apartment,Private room,2,85
42.31589,-71.04191,Apartment,Entire home/apt,3,150
42.26075,-71.11735,House,Entire home/apt,5,124
42.28585,-71.13853,Apartment,Entire home/apt,3,95
42.37806,-71.03261,Apartment,Entire home/apt,2,75
42.36028,-71.13398,House,Private room,2,86
42.34675,-71.09007,Condominium,Entire home/apt,2,175
42.33256,-71.10836,House,Private room,1,45
42.28866,-71.1296,House,Private room,2,75
42.3833,-71.07842,Apartment,Private room,2,54
42.2926,-71.06648,Loft,Entire home/apt,2,80
42.35909,-71.06761,Apartment,Private room,2,90
42.35125,-71.13211,Apartment,Private room,2,45
42.36689,-71.05783,Apartment,Entire home/apt,6,119
42.27619,-71.13311,Apartment,Entire home/apt,5,105
42.35961,-71.06902,Apartment,Entire home/apt,8,159
42.35072,-71.0795,Apartment,Entire home/apt,2,140
42.36515,-71.05752,Apartment,Entire home/apt,6,99
42.33734,-71.04751,Apartment,Entire home/apt,1,110
42.36982,-71.03438,Apartment,Private room,2,70
42.35177,-71.14107,House,Private room,2,41
42.35811,-71.13404,Apartment,Private room,2,63
42.33909,-71.07307,Apartment,Private room,2,80
42.36581,-71.05498,Apartment,Entire home/apt,8,139
42.36498,-71.06706,Condominium,Entire home/apt,3,175
42.29546,-71.11939,Apartment,Entire home/apt,8,350
42.3825,-71.07851,Apartment,Private room,4,104
42.36102,-71.06701,Apartment,Entire home/apt,4,120
42.23739,-71.1331,Apartment,Entire home/apt,6,89
42.33099,-71.09847,Apartment,Private room,1,80
42.30015,-71.06783,Apartment,Private room,2,60
42.3598,-71.06901,Apartment,Entire home/apt,3,99
42.35718,-71.05699,Apartment,Private room,2,99
42.32874,-71.09369,Condominium,Private room,2,70
42.34098,-71.1444,Apartment,Entire home/apt,8,185
42.38977,-71.00618,Apartment,Entire home/apt,4,129
42.3588,-71.06512,Condominium,Entire home/apt,4,104
42.26316,-71.12141,Apartment,Private room,1,35
42.35519,-71.07434,Condominium,Entire home/apt,3,250
42.34236,-71.14528,Apartment,Entire home/apt,3,85
42.38225,-71.07864,Apartment,Private room,2,55
42.34289,-71.06211,Apartment,Entire home/apt,2,150
42.35574,-71.05998,Apartment,Entire home/apt,2,238
42.35305,-71.14148,Apartment,Private room,2,75
42.35703,-71.15857,House,Private room,2,41
42.35086,-71.13922,Apartment,Private room,1,38
42.38332,-71.07816,Apartment,Private room,2,56
42.32486,-71.05863,Apartment,Private room,2,99
42.34075,-71.07574,Apartment,Entire home/apt,6,154
42.3141,-71.06512,Condominium,Entire home/apt,4,150
42.35511,-71.1509,Apartment,Entire home/apt,4,190
42.31453,-71.09445,Apartment,Private room,1,36
42.36442,-71.06325,Apartment,Entire home/apt,4,141
42.27028,-71.14662,House,Entire home/apt,7,130
42.33753,-71.15943,House,Entire home/apt,8,390
42.28515,-71.0661,Apartment,Entire home/apt,2,115
42.30991,-71.11825,House,Entire home/apt,8,350
42.32279,-71.09233,Apartment,Private room,2,70
42.34256,-71.09962,Apartment,Entire home/apt,2,150
42.34467,-71.07436,Apartment,Entire home/apt,5,198
42.36676,-71.05688,Apartment,Entire home/apt,8,169
42.30568,-71.11246,Apartment,Entire home/apt,6,200
42.30317,-71.11783,Townhouse,Entire home/apt,6,175
42.34761,-71.13906,Condominium,Shared room,2,30
42.34835,-71.1728,House,Entire home/apt,4,149
42.37433,-71.05938,Townhouse,Entire home/apt,8,400
42.31792,-71.10032,Condominium,Entire home/apt,4,120
42.33541,-71.02898,Apartment,Entire home/apt,4,375
42.35808,-71.05279,Villa,Private room,4,245
42.29892,-71.06868,Apartment,Entire home/apt,4,139
42.36034,-71.0653,Apartment,Entire home/apt,4,250
42.36456,-71.0637,Serviced apartment,Entire home/apt,2,189
42.35108,-71.0599,Serviced apartment,Entire home/apt,3,209
42.32402,-71.09334,Apartment,Entire home/apt,4,195
42.36554,-71.05701,Apartment,Entire home/apt,5,119
42.33312,-71.10644,Apartment,Private room,1,60
42.36388,-71.06525,Serviced apartment,Entire home/apt,2,169
42.34332,-71.07035,House,Private room,2,199
42.33215,-71.04952,Condominium,Private room,2,88
42.35167,-71.08284,Apartment,Entire home/apt,6,250
42.34405,-71.08801,Serviced apartment,Entire home/apt,3,189
42.33052,-71.04666,Apartment,Entire home/apt,2,149
42.35179,-71.0837,Apartment,Entire home/apt,2,150
42.35861,-71.06913,Apartment,Entire home/apt,4,650
42.34771,-71.07194,Apartment,Entire home/apt,6,500
42.31082,-71.09888,Guest suite,Entire home/apt,6,99
42.34923,-71.09245,Apartment,Entire home/apt,8,305
42.30413,-71.10504,Apartment,Entire home/apt,9,245
42.30991,-71.05244,House,Private room,2,80
42.30942,-71.05341,House,Shared room,2,80
42.31127,-71.05315,Apartment,Private room,2,80
42.37145,-71.06094,Apartment,Private room,2,299
42.31391,-71.09428,Apartment,Private room,1,36
42.37492,-71.04043,Apartment,Private room,5,120
42.35662,-71.13428,Apartment,Entire home/apt,4,84
42.34665,-71.07399,Condominium,Entire home/apt,8,475
42.30962,-71.11078,Apartment,Entire home/apt,5,225
42.34247,-71.07586,Apartment,Entire home/apt,4,175
42.28955,-71.06749,House,Private room,1,65
42.35881,-71.0626,Apartment,Entire home/apt,2,185
42.36621,-71.03609,House,Private room,2,59
42.35959,-71.06328,Apartment,Entire home/apt,2,160
42.35583,-71.15832,House,Private room,2,41
42.36527,-71.06776,Other,Entire home/apt,5,312
42.36585,-71.05489,Apartment,Entire home/apt,6,149
42.36559,-71.05468,Apartment,Entire home/apt,6,149
42.36708,-71.0576,Apartment,Entire home/apt,6,149
42.3664,-71.05493,Apartment,Entire home/apt,6,149
42.31391,-71.09418,House,Private room,1,38
42.33426,-71.04878,Apartment,Entire home/apt,6,500
42.31482,-71.10297,Apartment,Entire home/apt,6,147
42.38129,-71.06627,House,Entire home/apt,4,250
42.32613,-71.05852,Apartment,Private room,1,65
42.29103,-71.14199,House,Entire home/apt,14,900
42.32483,-71.10746,House,Private room,2,63
42.33479,-71.0435,Apartment,Entire home/apt,2,132
42.36531,-71.05575,Apartment,Entire home/apt,12,199
42.36689,-71.05689,Apartment,Entire home/apt,12,199
42.31145,-71.11938,Apartment,Entire home/apt,4,155
42.3462,-71.07344,Apartment,Entire home/apt,2,285
42.3288,-71.09553,Apartment,Entire home/apt,4,149
42.32997,-71.09708,Apartment,Entire home/apt,7,225
42.31621,-71.05655,Apartment,Private room,1,65
42.31132,-71.06251,House,Private room,4,61
42.33273,-71.05387,Apartment,Entire home/apt,5,80
42.35025,-71.06005,Apartment,Entire home/apt,5,325
42.35026,-71.06161,Apartment,Entire home/apt,5,325
42.34998,-71.06131,Apartment,Entire home/apt,3,195
42.29475,-71.11581,House,Entire home/apt,6,200
42.34842,-71.06159,Apartment,Entire home/apt,3,230
42.2851,-71.13107,House,Private room,2,75
42.34529,-71.088,Serviced apartment,Entire home/apt,3,170
42.31831,-71.0641,Apartment,Entire home/apt,7,85
42.36692,-71.04192,Apartment,Entire home/apt,4,120
42.38357,-71.07681,Apartment,Entire home/apt,3,149
42.34007,-71.07482,Loft,Entire home/apt,4,170
42.34058,-71.08078,Apartment,Entire home/apt,4,250
42.34478,-71.08731,Serviced apartment,Entire home/apt,3,199
42.34519,-71.08794,Serviced apartment,Entire home/apt,3,199
42.3508,-71.08416,Apartment,Entire home/apt,4,250
42.28112,-71.06534,House,Private room,4,42
42.35147,-71.08229,Condominium,Entire home/apt,4,140
42.36672,-71.03736,House,Private room,2,60
42.34928,-71.08394,Apartment,Entire home/apt,3,250
42.38488,-71.07701,House,Entire home/apt,13,599
42.30725,-71.11815,Apartment,Entire home/apt,4,325
42.30905,-71.11775,Condominium,Private room,2,105
42.37443,-71.06483,House,Entire home/apt,8,99
42.37424,-71.0642,Apartment,Entire home/apt,4,75
42.2738,-71.13146,House,Private room,2,75
42.38245,-71.0767,Apartment,Private room,1,54
42.32863,-71.08908,Apartment,Entire home/apt,7,280
42.36497,-71.06694,Other,Entire home/apt,3,217
42.35407,-71.07582,Condominium,Entire home/apt,3,275
42.33031,-71.08931,Apartment,Entire home/apt,15,1090
42.3284,-71.08893,House,Entire home/apt,23,1130
42.31405,-71.09226,Apartment,Private room,1,36
42.33896,-71.08297,Apartment,Entire home/apt,4,200
42.36409,-71.05179,Condominium,Entire home/apt,2,116
42.28933,-71.0671,House,Private room,1,75
42.34674,-71.0751,Apartment,Entire home/apt,2,100
42.34227,-71.05177,House,Entire home/apt,10,399
42.34484,-71.09807,Apartment,Entire home/apt,2,356
42.34481,-71.09891,Apartment,Entire home/apt,2,356
42.34366,-71.09871,Apartment,Entire home/apt,4,367
42.32431,-71.09631,Apartment,Entire home/apt,2,80
42.34428,-71.08979,Apartment,Entire home/apt,4,152
42.3299,-71.10939,Apartment,Private room,2,80
42.34589,-71.16758,Apartment,Entire home/apt,4,111
