,price,Sum_Aggrav,Sum_Aircra,Sum_Arson,Sum_Assemb,Sum_Auto_T,Sum_Auto_1,Sum_Ballis,Sum_Bomb_H,Sum_Commer,Sum_Crimin,Sum_Disord,Sum_Drug_V,Sum_Explos,Sum_Firear,Sum_HOME_I,Sum_Harass,Sum_Homici,Sum_Mansla,Sum_Offens,Sum_Reside,Sum_Robber,Sum_Search,Sum_Simple,Sum_Vandal,Sum_Warran
153,137.5,30.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,6.0,6.0,18.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0,6.0,12.0,0.0,120.0,72.0,12.0
154,60.0,17.0,0.0,0.0,0.0,34.0,17.0,17.0,0.0,0.0,0.0,17.0,1343.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,85.0,17.0,51.0,102.0,153.0,34.0
155,80.0,165.0,0.0,0.0,0.0,75.0,15.0,0.0,0.0,105.0,15.0,15.0,15.0,0.0,0.0,0.0,75.0,0.0,0.0,30.0,30.0,75.0,15.0,330.0,180.0,0.0
156,44.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,7.0,112.0,0.0,14.0,0.0,56.0,0.0,0.0,0.0,49.0,14.0,0.0,84.0,84.0,21.0
157,55.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,52.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,44.0,0.0,0.0,84.0,76.0,16.0
158,447.5,28.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,2.0,20.0,2.0,2.0,0.0,28.0,0.0,0.0,2.0,6.0,2.0,8.0,48.0,66.0,6.0
159,51.0,14.0,0.0,0.0,0.0,21.0,14.0,7.0,0.0,0.0,0.0,14.0,63.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,14.0,0.0,14.0,105.0,126.0,14.0
160,45.0,21.0,0.0,0.0,0.0,21.0,7.0,7.0,0.0,0.0,0.0,7.0,28.0,0.0,0.0,0.0,49.0,0.0,0.0,7.0,84.0,0.0,14.0,56.0,63.0,21.0
161,95.0,12.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,8.0,2.0,2.0,20.0,24.0,2.0
162,44.0,40.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,40.0,0.0,30.0,150.0,0.0,0.0,0.0,120.0,0.0,0.0,10.0,60.0,70.0,10.0,110.0,70.0,50.0
163,65.0,180.0,0.0,0.0,0.0,63.0,36.0,18.0,0.0,9.0,9.0,9.0,63.0,0.0,9.0,0.0,171.0,0.0,0.0,9.0,81.0,45.0,9.0,252.0,414.0,27.0
164,71.0,312.0,0.0,0.0,26.0,182.0,91.0,65.0,0.0,39.0,0.0,78.0,676.0,0.0,13.0,13.0,286.0,26.0,0.0,13.0,39.0,91.0,117.0,611.0,663.0,169.0
165,75.0,240.0,0.0,0.0,15.0,120.0,30.0,45.0,0.0,0.0,0.0,75.0,465.0,0.0,60.0,0.0,360.0,30.0,0.0,0.0,135.0,75.0,15.0,540.0,585.0,195.0
166,90.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0
167,93.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,16.0,20.0,4.0
168,628.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,6.0,2.0
169,262.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,32.0,4.0
170,75.0,0.0,84.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0
171,200.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0
172,185.0,8.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,6.0,0.0,14.0,30.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,48.0,12.0,10.0
173,219.0,99.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,66.0,165.0,0.0,297.0,66.0,198.0
